years,component,docs_url,data_url
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L34_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L34_C.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28PBE_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28PBE_C.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BFRPOL_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BFRPOL_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/BFRPOL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/BFRPOL_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BFRPOL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BFRPOL_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/BFRPOL_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/BFRPOL_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BFRPOL_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BFRPOL_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BFRPOL_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BFRPOL_I.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSBFR_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSBFR_B.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PBCD_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PBCD_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PBCD_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PBCD_E.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06BMT_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06BMT_C.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PBCD_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PBCD_F.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB06.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB06.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06_B.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06_2_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06_2_B.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PBCD_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PBCD_G.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CAFE_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CAFE_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CAFE_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CAFE_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CAFE_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CAFE_H.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCA_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCA_B.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCGA_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCGA_B.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CHLMDA_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CHLMDA_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CHLMDA_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CHLMDA_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CHLMDA_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CHLMDA_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CHLMDA_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CHLMDA_I.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB05.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB05.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CHLMDA_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CHLMDA_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L05_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L05_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L05_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L05_B.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CHLMDA_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CHLMDA_E.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSCT_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSCT_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSCT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSCT_I.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HDL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HDL_E.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HDL_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HDL_D.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HDL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HDL_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HDL_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HDL_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HDL_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HDL_H.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HDL_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HDL_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HDL.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HDL.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HDL_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HDL_I.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/TRIGLY_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/TRIGLY_E.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB13AM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB13AM.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L13AM_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L13AM_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L13AM_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L13AM_B.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TRIGLY_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TRIGLY_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/TRIGLY_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/TRIGLY_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TRIGLY_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TRIGLY_H.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/TRIGLY_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/TRIGLY_D.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TRIGLY_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TRIGLY_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/TRIGLY_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/TRIGLY_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_TRIGLY.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_TRIGLY.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/TCHOL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/TCHOL_E.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/TCHOL_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/TCHOL_D.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TCHOL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TCHOL_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/TCHOL_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/TCHOL_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TCHOL_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/TCHOL_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TCHOL_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/TCHOL_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/TCHOL_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/TCHOL_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_TCHOL.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_TCHOL.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB13.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB13.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L13_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L13_B.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L13_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L13_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L13_2_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L13_2_B.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UCM_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UCM_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_UCM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_UCM.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CRCO_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CRCO_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/CRCO_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/CRCO_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_CRCO.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_CRCO.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/CBC_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/CBC_J.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CBC_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CBC_E.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB25.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB25.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CBC_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CBC_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L25_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L25_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L25_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L25_B.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CBC_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CBC_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CBC_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CBC_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CBC_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CBC_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CBC_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CBC_I.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L25_2_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L25_2_B.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_CBC.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_CBC.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CUSEZN_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CUSEZN_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CUSEZN_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/CUSEZN_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CUSEZN_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/CUSEZN_I.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/COT_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/COT_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06COT_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06COT_C.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/COTNAL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/COTNAL_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/COTNAL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/COTNAL_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/COTNAL_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/COTNAL_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/COT_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/COT_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/COT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/COT_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/COT_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/COT_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_COT.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_COT.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCOT_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCOT_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCOT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCOT_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UCOT_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UCOT_J.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCOTS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCOTS_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCOTS_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCOTS_I.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSQFEV_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSQFEV_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11_2_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11_2_B.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CRP_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CRP_E.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB11.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB11.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CRP_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CRP_D.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CRP_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CRP_F.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L11_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L11_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11_B.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L16_2_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L16_2_B.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB17.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB17.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCYST_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCYST_A.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCYST_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCYST_B.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCMV_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCMV_A.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCMV_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCMV_B.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSCMV_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSCMV_C.XPT
1999-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCMVG_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCMVG_A.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CMV_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/CMV_G.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/CMV_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/CMV_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_CMV.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_CMV.XPT
1999-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSUCSH_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSUCSH_A.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DEET_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DEET_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DEET_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DEET_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DEET_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DEET_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DEET_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DEET_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DEET_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DEET_I.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSDEET_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSDEET_I.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB28POC.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB28POC.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28DFP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28DFP_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L28POC_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L28POC_B.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/EPH_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/EPH_E.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24EPH_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24EPH_C.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/EPH_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/EPH_F.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/EPH_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/EPH_D.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/EPH_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/EPH_G.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSEBV_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSEBV_C.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SSEBV_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SSEBV_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSEBV_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSEBV_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSEBV_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSEBV_F.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L39_2_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L39_2_B.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/EPP_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/EPP_D.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L39_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L39_B.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L39EPP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L39EPP_C.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ETHOX_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ETHOX_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/ETHOX_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/ETHOX_I.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ETHOXS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ETHOXS_H.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/FASTQX_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/FASTQX_E.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PH.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PH.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FASTQX_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FASTQX_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PH_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PH_C.XPT
